
Nouvelles valeurs des options :

Valeurs courantes des options :
    --action = annealing
    --itermax = 100
    --temperature = 3e+07
    --station-inserter = RAND
    --station-chooser = RAND
    --remorque-chooser = RAND
    --explore = 
    --level = 2
    --exemples-val = 0
    --seed = 0
    --force-val = 0
Valeur des paramètres supplémentaires :
  Param 0 : ../data/v2.dat
seed=1483614025
args->action=annealing
args->seed=1483614025
args->filename=../data/v2.dat
args->outfilename=_AUTO_
L1:annealing_solver_action END
L0:Instance constructeur BEGIN pour "../data/v2.dat" ...

L1:Instance constructeur FIN

L1:AnnealingSolver: Solver par recuit simulé inst: velib_2_s020_r2_k5..11_v15
30000000.000000 	 28001171 	 28001171
29700000.000000 	 35001182 	 28001171
29403000.000000 	 25001074 	 24001147
29108970.000000 	 26001106 	 24001147
28817880.300000 	 24001007 	 24000906
28529701.497000 	 31001183 	 24000906
28244404.482030 	 31001186 	 24000906
27961960.437210 	 31001097 	 24000906
27682340.832838 	 28001155 	 24000906
27405517.424509 	 25001286 	 24000906
27131462.250264 	 27000985 	 24000906
26860147.627761 	 31001067 	 24000906
26591546.151484 	 27001158 	 24000906
26325630.689969 	 27001156 	 24000906
26062374.383069 	 34001177 	 24000906
25801750.639239 	 27000932 	 24000906
25543733.132846 	 33001060 	 24000906
25288295.801518 	 29001220 	 24000906
25035412.843503 	 36001211 	 24000906
24785058.715068 	 35001099 	 24000906
24537208.127917 	 31001037 	 24000906
24291836.046638 	 30001032 	 24000906
24048917.686171 	 37001288 	 24000906
23808428.509310 	 29001066 	 24000906
23570344.224217 	 34001199 	 24000906
23334640.781974 	 28001072 	 24000906
23101294.374155 	 28001111 	 24000906
22870281.430413 	 32001075 	 24000906
22641578.616109 	 27001014 	 24000906
22415162.829948 	 27001235 	 24000906
22191011.201648 	 30001070 	 24000906
21969101.089632 	 25001045 	 24000906
21749410.078736 	 30001044 	 24000906
21531915.977948 	 30001039 	 24000906
21316596.818169 	 32001123 	 24000906
21103430.849987 	 29001116 	 24000906
20892396.541487 	 31000930 	 24000906
20683472.576072 	 30001046 	 24000906
20476637.850312 	 34001006 	 24000906
20271871.471809 	 25001117 	 24000906
20069152.757090 	 25001140 	 24000906
19868461.229520 	 31000942 	 24000906
19669776.617224 	 25001160 	 24000906
19473078.851052 	 31001014 	 24000906
19278348.062542 	 31001208 	 24000906
19085564.581916 	 35001036 	 24000906
18894708.936097 	 28001133 	 24000906
18705761.846736 	 29001173 	 24000906
18518704.228269 	 29001106 	 24000906
18333517.185986 	 28001044 	 24000906
18150182.014126 	 27000998 	 24000906
17968680.193985 	 29001197 	 24000906
17788993.392045 	 33001078 	 24000906
17611103.458125 	 35001184 	 24000906
17434992.423543 	 35001198 	 24000906
17260642.499308 	 30000975 	 24000906
17088036.074315 	 29001038 	 24000906
16917155.713572 	 29001159 	 24000906
16747984.156436 	 29001154 	 24000906
16580504.314872 	 36001194 	 24000906
16414699.271723 	 30001145 	 24000906
16250552.279006 	 27001237 	 24000906
16088046.756216 	 27001064 	 24000906
15927166.288653 	 27001143 	 24000906
15767894.625767 	 33001086 	 24000906
15610215.679509 	 32000943 	 24000906
15454113.522714 	 27001092 	 24000906
15299572.387487 	 30001148 	 24000906
15146576.663612 	 30001089 	 24000906
14995110.896976 	 31001010 	 24000906
14845159.788006 	 30001074 	 24000906
14696708.190126 	 27001011 	 24000906
14549741.108225 	 33001098 	 24000906
14404243.697143 	 32001011 	 24000906
14260201.260171 	 29001140 	 24000906
14117599.247570 	 29000986 	 24000906
13976423.255094 	 32000987 	 24000906
13836659.022543 	 27001149 	 24000906
13698292.432317 	 30001147 	 24000906
13561309.507994 	 30001174 	 24000906
13425696.412914 	 27001091 	 24000906
13291439.448785 	 31001117 	 24000906
13158525.054297 	 31000982 	 24000906
13026939.803754 	 29001087 	 24000906
12896670.405717 	 35001132 	 24000906
12767703.701660 	 34001104 	 24000906
12640026.664643 	 31001089 	 24000906
12513626.397997 	 25001078 	 24000906
12388490.134017 	 28001154 	 24000906
12264605.232676 	 29001017 	 24000906
12141959.180350 	 30001050 	 24000906
12020539.588546 	 31001182 	 24000906
11900334.192661 	 30001104 	 24000906
11781330.850734 	 34001263 	 24000906
11663517.542227 	 30001099 	 24000906
11546882.366805 	 26001199 	 24000906
11431413.543136 	 31001147 	 24000906
11317099.407705 	 31001098 	 24000906
11203928.413628 	 27001132 	 24000906
11091889.129492 	 29000988 	 24000906
10980970.238197 	 28001163 	 24000906
10871160.535815 	 32001131 	 24000906
10762448.930457 	 32001220 	 24000906
10654824.441152 	 25001179 	 24000906
10548276.196741 	 30001165 	 24000906
