300000000.000000 	 4000582 	 4000582
297000000.000000 	 6000545 	 3000548
294030000.000000 	 4000551 	 1000518
291089700.000000 	 5000513 	 1000518
288178803.000000 	 4000495 	 1000518
285297014.970000 	 4000582 	 1000518
282444044.820300 	 7000551 	 1000518
279619604.372097 	 3000539 	 1000518
276823408.328376 	 4000530 	 1000518
274055174.245092 	 6000559 	 1000518
271314622.502641 	 2000567 	 1000518
268601476.277615 	 3000609 	 1000518
265915461.514839 	 7000491 	 1000518
263256306.899690 	 6000518 	 1000518
260623743.830693 	 6000585 	 1000518
258017506.392386 	 6000606 	 1000518
255437331.328463 	 5000544 	 1000518
252882958.015178 	 1000592 	 1000518
250354128.435026 	 4000575 	 1000518
247850587.150676 	 4000608 	 1000518
245372081.279169 	 4000590 	 1000518
242918360.466377 	 7000612 	 1000518
240489176.861714 	 3000541 	 1000518
238084285.093096 	 3000588 	 1000518
235703442.242166 	 3000594 	 1000518
233346407.819744 	 6000557 	 1000518
231012943.741546 	 4000548 	 1000518
228702814.304131 	 1000519 	 1000518
226415786.161090 	 1000594 	 1000518
224151628.299479 	 4000618 	 1000518
221910112.016484 	 4000565 	 1000518
219691010.896319 	 5000569 	 1000518
217494100.787356 	 2000575 	 1000518
215319159.779482 	 3000596 	 1000518
213165968.181688 	 5000498 	 1000518
211034308.499871 	 7000532 	 1000518
208923965.414872 	 2000596 	 1000518
206834725.760723 	 3000548 	 1000518
204766378.503116 	 4000534 	 1000487
202718714.718085 	 6000544 	 1000487
200691527.570904 	 4000528 	 1000487
198684612.295195 	 7000588 	 1000487
196697766.172243 	 4000457 	 1000487
194730788.510521 	 6000501 	 1000487
192783480.625415 	 5000541 	 1000487
190855645.819161 	 7000528 	 1000487
188947089.360970 	 4000576 	 1000487
187057618.467360 	 4000527 	 1000487
185187042.282686 	 3000588 	 1000487
183335171.859859 	 4000491 	 1000487
181501820.141261 	 4000528 	 1000487
179686801.939848 	 5000554 	 1000487
177889933.920450 	 4000614 	 1000487
176111034.581245 	 5000505 	 1000487
174349924.235433 	 2000502 	 1000487
172606424.993079 	 1000516 	 1000487
170880360.743148 	 7000585 	 1000487
169171557.135716 	 7000573 	 1000487
167479841.564359 	 5000599 	 1000487
165805043.148715 	 3000552 	 1000487
164146992.717228 	 4000560 	 1000487
162505522.790056 	 5000617 	 1000487
160880467.562155 	 2000554 	 1000487
159271662.886534 	 7000579 	 1000487
157678946.257669 	 3000583 	 1000487
156102156.795092 	 3000657 	 1000487
154541135.227141 	 5000514 	 1000485
152995723.874870 	 2000591 	 1000485
151465766.636121 	 6000585 	 1000485
149951108.969760 	 3000589 	 1000485
148451597.880062 	 7000600 	 1000485
146967081.901261 	 4000542 	 1000485
145497411.082249 	 4000577 	 1000485
144042436.971426 	 5000634 	 1000485
142602012.601712 	 2000556 	 1000485
141175992.475695 	 4000513 	 1000485
139764232.550938 	 6000474 	 1000485
138366590.225429 	 4000573 	 1000485
136982924.323174 	 7000507 	 1000485
135613095.079943 	 2000571 	 1000485
134256964.129143 	 6000493 	 1000485
132914394.487852 	 6000514 	 1000485
131585250.542973 	 5000574 	 1000485
130269398.037543 	 3000545 	 1000485
128966704.057168 	 3000569 	 1000485
127677037.016596 	 4000569 	 1000485
126400266.646430 	 6000588 	 1000485
125136263.979966 	 4000551 	 1000485
123884901.340166 	 4000587 	 1000485
122646052.326765 	 4000494 	 1000485
121419591.803497 	 6000578 	 1000485
120205395.885462 	 1000554 	 1000485
119003341.926608 	 6000528 	 1000485
117813308.507341 	 3000581 	 1000485
116635175.422268 	 4000566 	 1000485
115468823.668045 	 3000540 	 1000485
114314135.431365 	 7000598 	 1000485
113170994.077051 	 6000610 	 1000485
112039284.136281 	 5000581 	 1000485
110918891.294918 	 5000520 	 1000485
109809702.381969 	 7000558 	 1000485
108711605.358149 	 5000507 	 1000485
107624489.304568 	 3000575 	 1000485
106548244.411522 	 6000564 	 1000485
105482761.967407 	 3000522 	 1000485
104427934.347733 	 7000612 	 1000485
103383655.004255 	 3000544 	 1000485
102349818.454213 	 3000645 	 1000485
101326320.269671 	 4000615 	 1000485
100313057.066974 	 2000557 	 1000485
99309926.496304 	 5000584 	 1000485
98316827.231341 	 2000601 	 1000485
97333658.959028 	 3000640 	 1000485
96360322.369437 	 2000541 	 1000485
95396719.145743 	 7000560 	 1000485
94442751.954286 	 3000584 	 1000485
93498324.434743 	 5000469 	 1000485
