
Nouvelles valeurs des options :

Valeurs courantes des options :
    --action = annealing
    --itermax = 50
    --temperature = 6e+07
    --station-inserter = RAND
    --station-chooser = RAND
    --remorque-chooser = RAND
    --explore = 
    --level = 2
    --exemples-val = 0
    --seed = 0
    --force-val = 0
Valeur des paramètres supplémentaires :
  Param 0 : ../data/v5.dat
seed=1483714371
args->action=annealing
args->seed=1483714371
args->filename=../data/v5.dat
args->outfilename=_AUTO_
L1:annealing_solver_action END
L0:Instance constructeur BEGIN pour "../data/v5.dat" ...

L1:Instance constructeur FIN

L1:AnnealingSolver: Solver par recuit simulé inst: velib_5_s100_r2_k5..12_v18
L1:AnnealingSolver: Solver par recuit simulé inst: velib_5_s100_r2_k5..12_v18
60000000.000000 	 141006029 	 141006029
59400000.000000 	 117005894 	 105005990
58806000.000000 	 107006130 	 105005990
58217940.000000 	 128006065 	 105005990
57635760.600000 	 142005606 	 105005990
57059402.994000 	 167005583 	 105005990
56488808.964060 	 169005210 	 105005990
55923920.874419 	 158005435 	 105005990
55364681.665675 	 181005600 	 105005990
54811034.849018 	 162005647 	 105005990
54262924.500528 	 152005546 	 105005990
53720295.255523 	 169005823 	 105005990
53183092.302968 	 158005613 	 105005990
52651261.379938 	 137005594 	 105005990
52124748.766139 	 135005673 	 105005990
51603501.278477 	 149005686 	 105005990
51087466.265693 	 142005464 	 105005990
50576591.603036 	 126005559 	 105005990
50070825.687005 	 118005557 	 105005990
49570117.430135 	 139005985 	 105005990
49074416.255834 	 141006092 	 105005990
48583672.093276 	 143006106 	 105005990
48097835.372343 	 164006220 	 105005990
47616857.018619 	 155006006 	 105005990
47140688.448433 	 136005954 	 105005990
46669281.563949 	 127005870 	 105005990
46202588.748309 	 141006075 	 105005990
45740562.860826 	 154006052 	 105005990
45283157.232218 	 134005895 	 105005990
44830325.659896 	 143005793 	 105005990
44382022.403297 	 134005913 	 105005990
43938202.179264 	 127005791 	 105005990
43498820.157471 	 152005900 	 105005990
43063831.955897 	 156005757 	 105005990
42633193.636338 	 143005679 	 105005990
42206861.699974 	 118005942 	 105005990
41784793.082974 	 131005787 	 105005990
41366945.152145 	 145005897 	 105005990
40953275.700623 	 161006021 	 105005990
40543742.943617 	 151005763 	 105005990
40138305.514181 	 148005811 	 105005990
39736922.459039 	 149005714 	 105005990
39339553.234449 	 143005708 	 105005990
38946157.702104 	 160005368 	 105005990
38556696.125083 	 174005533 	 105005990
38171129.163832 	 204005407 	 105005990
37789417.872194 	 190005592 	 105005990
37411523.693472 	 166005418 	 105005990
37037408.456537 	 160005231 	 105005990
36667034.371972 	 147005410 	 105005990
36300364.028252 	 150005407 	 105005990
35937360.387970 	 186005525 	 105005990
35577986.784090 	 210005726 	 105005990
35222206.916249 	 173005295 	 105005990
34869984.847087 	 167005243 	 105005990
34521284.998616 	 169005608 	 105005990
34176072.148630 	 137005967 	 105005990
33834311.427143 	 138005555 	 105005990
33495968.312872 	 162005605 	 105005990
33161008.629743 	 155005571 	 105005990
32829398.543446 	 146005679 	 105005990
32501104.558011 	 144005805 	 105005990
32176093.512431 	 154005809 	 105005990
31854332.577307 	 142005564 	 105005990
31535789.251534 	 140005680 	 105005990
31220431.359018 	 142005654 	 105005990
30908227.045428 	 172005656 	 105005990
30599144.774974 	 169005533 	 105005990
30293153.327224 	 152005552 	 105005990
29990221.793952 	 128005612 	 105005990
29690319.576012 	 127005748 	 105005990
29393416.380252 	 103005552 	 99005719
29099482.216450 	 136005563 	 99005719
28808487.394285 	 138005534 	 99005719
28520402.520342 	 140005298 	 99005719
28235198.495139 	 124005038 	 99005719
